1	2	2
1	3	4
1	4	3
1	5	2
1	6	1
1	7	3
1	8	4
1	9	1
1	10	2
1	11	1
1	12	2
1	13	2
1	14	2
1	15	1
1	16	2
1	17	4
1	18	3
1	19	2
1	20	1
1	21	2
1	22	3
1	23	1
1	24	2
1	25	1
1	26	4
1	27	1
1	28	2
1	29	2
1	30	2
1	31	4
1	32	4
1	33	2
1	34	2
1	35	4
1	36	4
1	37	2
1	38	1
1	39	3
1	40	1
1	41	4
1	42	2
1	43	3
1	44	2
1	45	3
1	46	4
1	47	4
1	48	1
1	49	3
1	50	4
1	51	1
1	52	3
1	53	1
1	54	1
1	55	3
1	56	3
1	57	2
1	58	1
1	59	4
1	60	4
1	61	1
1	62	4
1	63	3
1	64	2
1	65	4
1	66	2
1	67	1
1	68	2
1	69	4
1	70	3
1	71	1
1	72	4
1	73	1
1	74	4
1	75	1
1	76	1
1	77	3
1	78	3
1	79	2
1	80	4
1	81	4
1	82	2
1	83	1
1	84	1
1	85	2
1	86	1
1	87	2
1	88	1
1	89	3
1	90	2
1	91	1
1	92	4
1	93	4
1	94	1
1	95	1
1	96	2
1	97	1
1	98	3
1	99	4
1	100	4
1	101	3
1	102	1
1	103	4
1	104	4
1	105	2
1	106	3
1	107	2
1	108	3
1	109	3
1	110	2
1	111	1
1	112	1
1	113	2
1	114	1
1	115	4
1	116	1
1	117	3
1	118	1
1	119	2
1	120	2
1	121	1
1	122	2
1	123	1
1	124	3
1	125	4
1	126	4
1	127	1
1	128	4
1	129	4
1	130	2
1	131	3
1	132	1
1	133	3
1	134	1
1	135	2
1	136	1
1	137	1
1	138	4
1	139	1
1	140	3
1	141	3
1	142	4
1	143	3
1	144	4
1	145	2
1	146	1
1	147	4
1	148	4
1	149	4
1	150	4
1	151	1
1	152	1
1	153	3
1	154	4
1	155	3
1	156	2
1	157	3
1	158	4
1	159	2
1	160	1
1	161	1
1	162	4
1	163	1
1	164	3
1	165	4
1	166	4
1	167	1
1	168	2
1	169	1
1	170	4
1	171	2
1	172	1
1	173	1
1	174	4
1	175	4
1	176	4
1	177	1
1	178	1
1	179	3
1	180	1
1	181	3
1	182	4
1	183	2
1	184	1
1	185	2
1	186	2
1	187	4
1	188	1
1	189	3
1	190	3
1	191	1
1	192	3
1	193	1
1	194	4
1	195	3
1	196	1
1	197	1
1	198	4
1	199	3
1	200	3
1	201	2
1	202	2
1	203	1
1	204	2
1	205	4
1	206	2
1	207	4
1	208	4
1	209	1
1	210	2
1	211	4
1	212	3
1	213	4
1	214	1
1	215	1
1	216	4
1	217	3
1	218	3
1	219	2
1	220	3
1	221	3
1	222	3
1	223	3
1	224	4
1	225	1
1	226	1
1	227	2
1	228	3
1	229	4
1	230	3
1	231	2
1	232	1
1	233	1
1	234	1
1	235	2
1	236	3
1	237	2
1	238	2
1	239	2
1	240	3
1	241	4
1	242	2
1	243	2
1	244	3
1	245	1
1	246	4
1	247	1
1	248	1
1	249	4
1	250	3
1	251	3
1	252	3
1	253	2
1	254	4
1	255	1
1	256	1
1	257	4
1	258	1
1	259	1
1	260	4
1	261	4
1	262	1
1	263	1
1	264	3
1	265	3
1	266	2
1	267	2
1	268	4
1	269	1
1	270	1
1	271	1
1	272	3
1	273	4
1	274	4
1	275	3
1	276	4
1	277	1
1	278	1
1	279	3
1	280	2
1	281	1
1	282	1
1	283	4
1	284	1
1	285	2
1	286	3
1	287	4
1	288	3
1	289	1
1	290	1
1	291	4
1	292	2
1	293	4
1	294	3
1	295	1
1	296	1
1	297	2
1	298	1
1	299	1
1	300	2
1	301	3
1	302	3
1	303	3
1	304	4
1	305	2
1	306	3
1	307	4
1	308	1
1	309	4
1	310	1
1	311	1
1	312	1
1	313	2
1	314	4
1	315	1
1	316	2
1	317	3
1	318	3
1	319	1
1	320	1
1	321	4
1	322	1
1	323	3
1	324	4
1	325	4
1	326	3
1	327	2
1	328	2
1	329	3
1	330	1
1	331	1
1	332	4
1	333	3
1	334	3
1	335	1
1	336	1
1	337	2
1	338	1
1	339	2
1	340	1
1	341	4
1	342	1
1	343	4
1	344	2
1	345	1
1	346	4
1	347	2
1	348	2
1	349	3
1	350	3
1	351	1
1	352	4
1	353	4
1	354	1
1	355	4
1	356	1
1	357	4
1	358	1
1	359	1
1	360	4
1	361	2
1	362	2
1	363	3
1	364	1
1	365	1
1	366	1
1	367	2
1	368	3
1	369	4
1	370	2
1	371	2
1	372	1
1	373	2
1	374	2
1	375	3
1	376	1
1	377	3
1	378	3
1	379	3
1	380	1
1	381	3
1	382	1
1	383	4
1	384	2
1	385	3
1	386	2
1	387	3
1	388	2
1	389	4
1	390	4
1	391	2
1	392	3
1	393	2
1	394	4
1	395	4
1	396	1
1	397	1
1	398	2
1	399	3
1	400	1
1	401	2
1	402	2
1	403	2
1	404	3
1	405	4
1	406	2
1	407	2
1	408	4
1	409	2
1	410	1
1	411	2
1	412	3
1	413	2
1	414	3
1	415	3
1	416	1
1	417	1
1	418	3
1	419	3
1	420	1
1	421	2
1	422	3
1	423	3
1	424	2
1	425	4
1	426	4
1	427	2
1	428	1
1	429	4
1	430	1
1	431	3
1	432	4
1	433	1
1	434	3
1	435	4
1	436	2
1	437	2
1	438	3
1	439	1
1	440	3
1	441	3
1	442	1
1	443	2
1	444	1
1	445	3
1	446	4
1	447	4
1	448	2
1	449	1
1	450	3
1	451	1
1	452	4
1	453	3
1	454	3
1	455	1
1	456	4
1	457	3
1	458	1
1	459	3
1	460	3
1	461	4
1	462	3
1	463	1
1	464	2
1	465	3
1	466	1
1	467	1
1	468	3
1	469	1
1	470	2
1	471	3
1	472	1
1	473	2
1	474	4
1	475	3
1	476	2
1	477	2
1	478	2
1	479	1
1	480	1
1	481	2
1	482	4
1	483	2
1	484	3
1	485	4
1	486	3
1	487	4
1	488	2
1	489	3
1	490	1
1	491	2
1	492	2
1	493	2
1	494	3
1	495	4
1	496	4
1	497	3
1	498	4
1	499	2
1	500	1
1	501	3
